date,start time,end time,mouse ID,level,go\no-go,stim index,stim name,score,licks_time
2025-10-30,13:58:46.108538,13:58:49.871618,000799EB9B,1B_2T,no-go,7,13-9.npz,cr,"['13:58:46.847865', '13:58:47.025691', '13:58:47.312107']"
2025-10-30,13:58:51.403286,13:58:55.171157,000799EB9B,1B_2T,no-go,7,13-9.npz,cr,['13:58:52.293713']
2025-10-30,13:58:59.505843,13:59:00.755585,000799EB9B,1B_2T,go,5,7-69.npz,hit,['13:59:00.009257']
2025-10-30,13:59:02.324463,13:59:03.631641,000799EB9B,1B_2T,go,5,7-69.npz,hit,['13:59:02.861638']
2025-10-30,13:59:04.888658,13:59:08.634990,000799EB9B,1B_2T,no-go,6,12-77.npz,cr,[]
2025-10-30,13:59:11.519768,13:59:12.971696,000799EB9B,1B_2T,go,4,7-07.npz,hit,['13:59:12.208749']
2025-10-30,13:59:20.207297,13:59:27.525101,000799EB9B,1B_2T,no-go,7,13-9.npz,fa,['13:59:20.814659']
2025-10-30,13:59:30.646462,13:59:34.402909,000799EB9B,1B_2T,go,4,7-07.npz,miss,[]
