date,start time,end time,mouse ID,level,go\no-go,stim index,stim name,score,licks_time
2025-09-08,11:37:32.280530,11:37:36.110261,000822D804,TA,go,1,7-07.npz,miss,[]
2025-09-08,11:49:57.236554,11:50:01.051388,0007DEFBE1,TA,go,1,7-07.npz,miss,[]
2025-09-08,11:50:40.008795,11:50:41.763843,0007DEFBE1,TA,go,1,7-07.npz,hit,"['11:50:40.450110', '11:50:40.694678', '11:50:40.939334']"
2025-09-08,13:27:57.087295,13:28:00.880247,00082F18E9,TA,go,1,7-07.npz,miss,[]
2025-09-08,14:29:32.670332,14:29:36.462106,0007DEFBE1,TA,go,1,7-07.npz,miss,[]
2025-09-08,14:38:04.702688,14:38:06.479220,0007DEFBE1,TA,go,1,7-07.npz,hit,"['14:38:05.246463', '14:38:05.490472', '14:38:05.655989']"
2025-09-08,14:38:48.402332,14:38:52.157700,0007DEFBE1,TA,go,1,7-07.npz,miss,[]
2025-09-08,14:39:14.956601,14:39:16.574749,0007DEFBE1,TA,go,1,7-07.npz,hit,"['14:39:15.234606', '14:39:15.557330', '14:39:15.802728']"
2025-09-08,14:39:18.670071,14:39:20.258939,0007DEFBE1,TA,go,1,7-07.npz,hit,"['14:39:18.947029', '14:39:19.189731', '14:39:19.433655']"
2025-09-08,14:39:24.486865,14:39:25.991309,0007DEFBE1,TA,go,1,7-07.npz,hit,"['14:39:24.764123', '14:39:25.014708', '14:39:25.179180']"
2025-09-08,14:39:27.285015,14:39:31.065958,0007DEFBE1,TA,go,1,7-07.npz,miss,"['14:39:29.659623', '14:39:30.144637']"
2025-09-08,14:40:40.649058,14:40:42.411341,0007DEFBE1,TA,go,1,7-07.npz,hit,"['14:40:41.035926', '14:40:41.359981', '14:40:41.606479']"
2025-09-08,14:40:43.932147,14:40:45.343772,0007DEFBE1,TA,go,1,7-07.npz,hit,"['14:40:44.147410', '14:40:44.390247', '14:40:44.553017']"
2025-09-08,14:40:52.220325,14:40:53.977545,0007DEFBE1,TA,go,1,7-07.npz,hit,"['14:40:52.671936', '14:40:52.919093', '14:40:53.162236']"
2025-09-08,14:40:55.380222,14:40:56.973890,0007DEFBE1,TA,go,1,7-07.npz,hit,"['14:40:55.664619', '14:40:55.907244', '14:40:56.149869']"
2025-09-08,14:41:01.866879,14:41:03.482834,0007DEFBE1,TA,go,1,7-07.npz,hit,"['14:41:01.998438', '14:41:02.162753', '14:41:02.646643']"
2025-09-08,14:41:10.395640,14:41:11.912596,0007DEFBE1,TA,go,1,7-07.npz,hit,"['14:41:10.697073', '14:41:10.860788', '14:41:11.104773']"
2025-09-08,14:41:41.092292,14:41:42.591997,0007DEFBE1,TA,go,1,7-07.npz,hit,"['14:41:41.296232', '14:41:41.539006', '14:41:41.781937']"
2025-09-08,14:42:14.168264,14:42:15.923210,0007DEFBE1,TA,go,1,7-07.npz,hit,"['14:42:14.632121', '14:42:14.874769', '14:42:15.118591']"
2025-09-08,14:42:35.361892,14:42:39.133466,000822D804,TA,go,1,7-07.npz,miss,[]
2025-09-08,14:50:31.319026,14:50:33.222438,000822D804,TA,go,1,7-07.npz,hit,"['14:50:31.863351', '14:50:32.187608', '14:50:32.433865']"
2025-09-08,14:50:34.520184,14:50:36.026186,000822D804,TA,go,1,7-07.npz,hit,"['14:50:34.723958', '14:50:35.046687', '14:50:35.209216']"
2025-09-08,14:50:38.175105,14:50:39.944082,000822D804,TA,go,1,7-07.npz,hit,"['14:50:38.613885', '14:50:38.857659', '14:50:39.102512']"
2025-09-08,14:50:43.134045,14:50:44.634657,000822D804,TA,go,1,7-07.npz,hit,"['14:50:43.350104', '14:50:43.674167', '14:50:43.836853']"
2025-09-08,14:52:33.972179,14:52:37.731065,000822F347,TA,go,1,7-07.npz,miss,[]
2025-09-08,14:57:49.420469,14:57:53.187921,000822F347,TA,go,1,7-07.npz,miss,[]
2025-09-08,15:09:24.459563,15:09:28.252065,000822F347,TA,go,1,7-07.npz,miss,"['15:09:24.834121', '15:09:25.157039']"
2025-09-08,17:43:18.661939,17:43:22.503853,0007DEFBE1,TA,go,1,7-07.npz,miss,[]
2025-09-08,17:43:28.845080,17:43:32.660081,0007DEFBE1,TA,go,1,7-07.npz,miss,[]
