Level Name,Stimulus Path,Probability,Value,Index
L1,/home/educage/git_educage2/educage2/pythonProject1/stimuli/7KHz.npy,50,go,1
L1,/home/educage/git_educage2/educage2/pythonProject1/stimuli/14KHz.npy,50,no-go,2
L2,/home/educage/git_educage2/educage2/pythonProject1/stimuli/10KHz.npy,60,go,3
L2,/home/educage/git_educage2/educage2/pythonProject1/stimuli/14KHz.npy,40,no-go,4
