Level Name,Stimulus Path,Probability,Value,Index
L1,/home/educage/git_educage2/educage2/pythonProject1/stimuli/13KHz.npy,50,go,1
L1,/home/educage/git_educage2/educage2/pythonProject1/stimuli/17KHz.npy,50,no-go,2
L2,/home/educage/git_educage2/educage2/pythonProject1/stimuli/13KHz.npy,50,go,3
L2,/home/educage/git_educage2/educage2/pythonProject1/stimuli/15KHz.npy,50,no-go,4
